int(self),tree_cov,n_respectful_sheperd,n_disrespectful_sheperd,global_min_size,avg_grove_size,current_date.month,current_date.year
0,0.582,10,0,9.0,38.8324,4,2016
0,0.5808,10,0,9.0,38.918,5,2016
0,0.5828,10,0,9.0,38.9928,6,2016
0,0.5848,10,0,9.0,39.062,7,2016
0,0.5856,10,0,9.0,38.9368,8,2016
0,0.5712,10,0,9.0,38.3624,9,2016
0,0.5816,10,0,9.0,38.1016,10,2016
0,0.5768,10,0,9.0,37.8428,11,2016
0,0.5912,10,0,9.0,38.266,12,2016
0,0.5912,10,0,9.0,38.6748,1,2017
0,0.5912,10,0,9.0,38.8428,2,2017
0,0.582,10,0,9.0,38.8088,3,2017
